60335	-19.629	-0.96552	1.7365	669.71	-2.7991	0.17656	938.7	4.6918	-12.197	-13.217
76357	-28.659	17.741	1.6863	679.27	-5.4027	0.17299	936.87	4.6958	-14.715	-13.471
78338	-22.983	7.6105	1.6856	667.29	-3.5787	0.17397	939.57	4.7161	-12.972	-13.411
80349	-32.011	20.741	1.6886	683.16	-6.6431	0.17266	937.52	4.6816	-15.583	-13.838
82323	-13.18	-9.0777	1.7576	680.69	-1.7503	0.17436	945.21	4.8001	-10.338	-12.398
6368	-33.182	22.116	1.65	666.09	-7.2023	0.1724	935.67	4.6898	-16.171	-13.794
8330	-20.442	2.1565	1.7398	673.83	-2.8986	0.1757	941.95	4.7638	-12.101	-13.239
10343	-28.46	17.086	1.6916	665.52	-5.1419	0.17313	936.88	4.7088	-14.299	-13.281
12335	-16.465	-10.191	1.7302	677.29	-1.9996	0.17311	941.92	4.7786	-11.182	-13.081
20368	-32.357	21.7	1.6683	680.03	-6.8172	0.17283	935.63	4.7012	-16.013	-13.455
22319	-12.922	-9.6421	1.7734	665.39	-1.6102	0.17367	945.65	4.8225	-10.417	-12.601
42353	-29.355	17.692	1.6909	669.9	-5.5152	0.17322	935.11	4.7139	-14.839	-13.045
44331	-23.743	10.012	1.7195	676.77	-3.7889	0.17151	943.16	4.7948	-12.873	-13.126
46336	-26.394	14.152	1.6946	676.36	-4.4961	0.17237	940.71	4.7728	-13.581	-13.151
48331	-19.244	1.1887	1.7706	672.96	-2.7645	0.17585	939.82	4.7495	-12.063	-13.103
50354	-31.57	19.853	1.6898	669.06	-6.0365	0.17402	935.1	4.6951	-15.211	-13.466
52326	-14.766	-8.9675	1.7835	674.36	-1.8135	0.17228	946.04	4.8345	-10.604	-12.555
58395	-36.437	26.007	1.6224	673.36	-8.9099	0.17633	932.49	4.6483	-17.913	-14.98
60323	-14.127	-9.2811	1.7925	676.67	-1.6474	0.174	945.5	4.8326	-10.438	-12.721
66345	-27.47	15.897	1.674	680.01	-4.9673	0.17495	935.77	4.7089	-14.13	-13.129
68340	-22.985	8.6376	1.7091	672.31	-3.8956	0.17547	938.71	4.7192	-12.94	-13.075
70335	-19.72	1.2939	1.7063	673.14	-2.8822	0.17151	939.43	4.771	-12.241	-12.901
76352	-29.895	17.931	1.6563	673.6	-5.5083	0.17536	933.7	4.6951	-14.8	-13.214
78330	-21.12	5.129	1.7137	669.26	-3.2689	0.17399	941.11	4.7726	-12.494	-13.23
84359	-33.066	21.625	1.6798	672.56	-6.7498	0.17649	936.16	4.6942	-15.868	-13.477
86323	-15.405	-7.3831	1.7873	673.33	-1.947	0.17317	946.47	4.8308	-10.672	-12.842
92378	-35.967	24.854	1.6692	670.28	-8.0714	0.17181	937.03	4.7125	-17.254	-14.614
94326	-16.369	-5.7736	1.7793	671.03	-2.1581	0.17738	943.46	4.79	-10.973	-12.963
96350	-27.224	15.011	1.6726	674.23	-4.9561	0.17633	935.14	4.6775	-14.361	-13.374
14360	-31.231	20.228	1.6786	675.83	-6.2579	0.17598	934.41	4.6884	-15.51	-13.421
16329	-18.352	-3.3797	1.728	676.35	-2.4716	0.17329	944.01	4.7945	-11.419	-12.923
